date,adjusted close,expiration,strike,call/put,style,ask,bid,mean price,iv,volume,open interest,stock price for iv
01/18/2023,391.49,02/24/2023,414,C,A,1.61,1.56,1.585,0.157551,174,496,391.45
01/18/2023,391.49,02/24/2023,414,P,A,23.14,22.87,23.005,0.155704,12,1,391.45
01/18/2023,391.49,02/24/2023,415,C,A,1.44,1.4,1.42,0.156662,232,1753,391.45
01/18/2023,391.49,02/24/2023,415,P,A,24.02,23.76,23.89,0.154767,18,13,391.45
01/18/2023,391.49,02/24/2023,416,C,A,1.29,1.26,1.275,0.15603,74,553,391.45
01/18/2023,391.49,02/24/2023,416,P,A,24.93,24.67,24.8,0.154133,0,1,391.45
01/18/2023,391.49,02/24/2023,418,C,A,1.03,1,1.015,0.154576,252,411,391.45
01/18/2023,391.49,02/24/2023,418,P,A,26.78,26.56,26.67,0.153704,0,3,391.45
01/18/2023,391.49,02/24/2023,420,C,A,0.82,0.8,0.81,0.153698,603,1801,391.45
01/18/2023,391.49,02/24/2023,420,P,A,28.69,28.51,28.6,0.154918,0,18,391.45
01/18/2023,391.49,02/24/2023,422,C,A,0.65,0.63,0.64,0.152823,272,655,391.45
01/18/2023,391.49,02/24/2023,422,P,A,30.68,30.5,30.59,0.161341,4,5,391.45
01/18/2023,391.49,02/24/2023,424,C,A,0.52,0.5,0.51,0.15257,131,337,391.45
01/18/2023,391.49,02/24/2023,424,P,A,32.68,32.51,32.595,0.169859,0,1,391.45
01/18/2023,391.49,02/24/2023,425,C,A,0.46,0.45,0.455,0.152515,179,1087,391.45
01/18/2023,391.49,02/24/2023,425,P,A,33.67,33.49,33.58,0.171144,0,1,391.45
01/18/2023,391.49,02/24/2023,426,C,A,0.41,0.4,0.405,0.152441,149,539,391.45
01/18/2023,391.49,02/24/2023,426,P,A,34.67,34.49,34.58,0.174862,0,3,391.45
01/18/2023,391.49,02/24/2023,428,C,A,0.33,0.32,0.325,0.15281,16,467,391.45
01/18/2023,391.49,02/24/2023,428,P,A,36.67,36.5,36.585,0.183231,0,0,391.45
01/18/2023,391.49,02/24/2023,430,C,A,0.27,0.26,0.265,0.153735,479,1387,391.45
01/18/2023,391.49,02/24/2023,430,P,A,38.66,38.48,38.57,0.187546,1,3,391.45
01/18/2023,391.49,02/24/2023,432,C,A,0.22,0.21,0.215,0.154584,26,55,391.45
01/18/2023,391.49,02/24/2023,432,P,A,40.66,40.48,40.57,0.194805,0,0,391.45
01/18/2023,391.49,02/24/2023,434,C,A,0.18,0.17,0.175,0.155566,11,69,391.45
01/18/2023,391.49,02/24/2023,434,P,A,42.66,42.49,42.575,0.203065,0,0,391.45
01/18/2023,391.49,02/24/2023,435,C,A,0.16,0.15,0.155,0.155631,389,584,391.45
01/18/2023,391.49,02/24/2023,435,P,A,43.66,43.49,43.575,0.206596,0,0,391.45
01/18/2023,391.49,02/24/2023,436,C,A,0.15,0.14,0.145,0.157001,14,61,391.45
01/18/2023,391.49,02/24/2023,436,P,A,44.66,44.49,44.575,0.21008,0,0,391.45
01/18/2023,391.49,02/24/2023,438,C,A,0.12,0.11,0.115,0.157445,0,16,391.45
01/18/2023,391.49,02/24/2023,438,P,A,46.66,46.49,46.575,0.217014,0,0,391.45
01/18/2023,391.49,02/24/2023,440,C,A,0.11,0.09,0.1,0.159947,35,754,391.45
01/18/2023,391.49,02/24/2023,440,P,A,48.66,48.49,48.575,0.223902,0,0,391.45
01/18/2023,391.49,02/24/2023,445,C,A,0.08,0.06,0.07,0.165752,38,273,391.45
01/18/2023,391.49,02/24/2023,445,P,A,53.66,53.49,53.575,0.240932,0,0,391.45
01/18/2023,391.49,02/24/2023,450,C,A,0.06,0.04,0.05,0.17159,83,653,391.45
01/18/2023,391.49,02/24/2023,450,P,A,58.65,58.49,58.57,0.256458,0,0,391.45
01/18/2023,391.49,02/24/2023,455,C,A,0.05,0.03,0.04,0.17928,6,31,391.45
01/18/2023,391.49,02/24/2023,455,P,A,63.65,63.49,63.57,0.27256,0,1,391.45
01/18/2023,391.49,02/24/2023,460,C,A,0.04,0.02,0.03,0.186134,11,17,391.45
01/18/2023,391.49,02/24/2023,460,P,A,68.65,68.49,68.57,0.286801,0,0,391.45
01/18/2023,391.49,02/24/2023,465,C,A,0.03,0.02,0.025,0.192987,6,72,391.45
01/18/2023,391.49,02/24/2023,465,P,A,73.65,73.47,73.56,0.301042,0,0,391.45
01/18/2023,391.49,02/24/2023,470,C,A,0.03,0.01,0.02,0.192987,0,1,391.45
01/18/2023,391.49,02/24/2023,470,P,A,78.65,78.47,78.56,0.301042,0,0,391.45
01/18/2023,391.49,02/24/2023,475,C,A,0.02,0.01,0.015,0.192987,0,12,391.45
01/18/2023,391.49,02/24/2023,475,P,A,83.65,83.47,83.56,0.301042,0,0,391.45
01/18/2023,391.49,02/24/2023,480,C,A,0.02,0.01,0.015,0.192987,0,21,391.45
01/18/2023,391.49,02/24/2023,480,P,A,88.65,88.47,88.56,0.301042,0,0,391.45
01/18/2023,391.49,02/24/2023,485,C,A,0.02,0.01,0.015,0.192987,0,2,391.45
01/18/2023,391.49,02/24/2023,485,P,A,93.65,93.47,93.56,0.301042,0,0,391.45
01/18/2023,391.49,02/24/2023,490,C,A,0.02,0.01,0.015,0.192987,0,2,391.45
01/18/2023,391.49,02/24/2023,490,P,A,98.65,98.47,98.56,0.301042,0,0,391.45
01/18/2023,391.49,02/24/2023,495,C,A,0.02,0.01,0.015,0.192987,1,1,391.45
01/18/2023,391.49,02/24/2023,495,P,A,103.65,103.47,103.56,0.301042,0,0,391.45
01/18/2023,391.49,02/24/2023,500,C,A,0.02,0.01,0.015,0.192987,6,2,391.45
01/18/2023,391.49,02/24/2023,500,P,A,108.65,108.47,108.56,0.301042,0,0,391.45
01/18/2023,391.49,03-03-2023,300,C,A,93.45,93.12,93.285,0.377472,0,0,391.45
01/18/2023,391.49,03-03-2023,300,P,A,0.23,0.22,0.225,0.35961,39,442,391.45
01/18/2023,391.49,03-03-2023,305,C,A,88.51,88.18,88.345,0.362838,0,0,391.45
01/18/2023,391.49,03-03-2023,305,P,A,0.26,0.25,0.255,0.346471,12,129,391.45
01/18/2023,391.49,03-03-2023,310,C,A,83.58,83.24,83.41,0.34838,0,0,391.45
01/18/2023,391.49,03-03-2023,310,P,A,0.3,0.28,0.29,0.333434,36,9,391.45
01/18/2023,391.49,03-03-2023,315,C,A,78.65,78.31,78.48,0.333952,0,0,391.45
01/18/2023,391.49,03-03-2023,315,P,A,0.34,0.32,0.33,0.320331,0,6,391.45
01/18/2023,391.49,03-03-2023,320,C,A,73.74,73.39,73.565,0.320597,0,0,391.45
01/18/2023,391.49,03-03-2023,320,P,A,0.39,0.37,0.38,0.307705,2,138,391.45
01/18/2023,391.49,03-03-2023,325,C,A,68.83,68.47,68.65,0.306296,0,0,391.45
01/18/2023,391.49,03-03-2023,325,P,A,0.45,0.43,0.44,0.29521,4,85,391.45
01/18/2023,391.49,03-03-2023,330,C,A,63.95,63.58,63.765,0.293896,0,0,391.45
01/18/2023,391.49,03-03-2023,330,P,A,0.54,0.51,0.525,0.284084,33,99,391.45
01/18/2023,391.49,03-03-2023,335,C,A,59.09,58.71,58.9,0.281739,0,0,391.45
01/18/2023,391.49,03-03-2023,335,P,A,0.64,0.62,0.63,0.272979,32,238,391.45
01/18/2023,391.49,03-03-2023,340,C,A,54.26,53.87,54.065,0.27012,1,0,391.45
01/18/2023,391.49,03-03-2023,340,P,A,0.79,0.76,0.775,0.26313,131,360,391.45
01/18/2023,391.49,03-03-2023,345,C,A,49.48,49.09,49.285,0.259926,0,0,391.45
01/18/2023,391.49,03-03-2023,345,P,A,0.97,0.94,0.955,0.253043,107,125,391.45
01/18/2023,391.49,03-03-2023,350,C,A,44.76,44.36,44.56,0.250149,0,0,391.45
01/18/2023,391.49,03-03-2023,350,P,A,1.23,1.18,1.205,0.244467,1050,1481,391.45
01/18/2023,391.49,03-03-2023,355,C,A,40.12,39.71,39.915,0.241131,0,0,391.45
01/18/2023,391.49,03-03-2023,355,P,A,1.55,1.51,1.53,0.236041,9282,335,391.45
01/18/2023,391.49,03-03-2023,360,C,A,35.58,35.17,35.375,0.232843,4,0,391.45
01/18/2023,391.49,03-03-2023,360,P,A,2,1.94,1.97,0.228348,1397,1176,391.45
01/18/2023,391.49,03-03-2023,362,C,A,33.81,33.39,33.6,0.229887,0,0,391.45
01/18/2023,391.49,03-03-2023,362,P,A,2.21,2.14,2.175,0.225523,508,30,391.45
01/18/2023,391.49,03-03-2023,364,C,A,32.05,31.64,31.845,0.226898,0,0,391.45
01/18/2023,391.49,03-03-2023,364,P,A,2.44,2.38,2.41,0.222526,383,25,391.45
01/18/2023,391.49,03-03-2023,365,C,A,31.18,30.77,30.975,0.225376,0,3,391.45
01/18/2023,391.49,03-03-2023,365,P,A,2.58,2.5,2.54,0.22141,574,1235,391.45
01/18/2023,391.49,03-03-2023,366,C,A,30.32,29.9,30.11,0.223827,0,0,391.45
01/18/2023,391.49,03-03-2023,366,P,A,2.7,2.63,2.665,0.219618,215,30,391.45
01/18/2023,391.49,03-03-2023,368,C,A,28.61,28.2,28.405,0.220909,0,0,391.45
01/18/2023,391.49,03-03-2023,368,P,A,3,2.92,2.96,0.21716,168,26,391.45
01/18/2023,391.49,03-03-2023,370,C,A,26.94,26.53,26.735,0.218195,0,2,391.45
01/18/2023,391.49,03-03-2023,370,P,A,3.32,3.23,3.275,0.214319,1648,877,391.45
01/18/2023,391.49,03-03-2023,372,C,A,25.29,24.88,25.085,0.215221,0,0,391.45
01/18/2023,391.49,03-03-2023,372,P,A,3.67,3.58,3.625,0.21178,110,65,391.45
01/18/2023,391.49,03-03-2023,373,C,A,24.48,24.07,24.275,0.213813,0,0,391.45
01/18/2023,391.49,03-03-2023,373,P,A,3.85,3.77,3.81,0.210242,205,124,391.45
01/18/2023,391.49,03-03-2023,374,C,A,23.68,23.27,23.475,0.212444,0,1,391.45
01/18/2023,391.49,03-03-2023,374,P,A,4.05,3.96,4.005,0.208943,304,63,391.45
01/18/2023,391.49,03-03-2023,375,C,A,22.89,22.48,22.685,0.211103,0,5,391.45
01/18/2023,391.49,03-03-2023,375,P,A,4.25,4.16,4.205,0.207627,599,2025,391.45
01/18/2023,391.49,03-03-2023,376,C,A,22.1,21.7,21.9,0.209666,0,0,391.45
01/18/2023,391.49,03-03-2023,376,P,A,4.47,4.38,4.425,0.206255,65,26,391.45
01/18/2023,391.49,03-03-2023,377,C,A,21.33,20.92,21.125,0.208243,10,10,391.45
01/18/2023,391.49,03-03-2023,377,P,A,4.69,4.6,4.645,0.204874,19,56,391.45
01/18/2023,391.49,03-03-2023,378,C,A,20.56,20.16,20.36,0.206827,0,0,391.45
01/18/2023,391.49,03-03-2023,378,P,A,4.92,4.83,4.875,0.203519,62,30,391.45
01/18/2023,391.49,03-03-2023,379,C,A,19.8,19.41,19.605,0.20541,0,0,391.45
01/18/2023,391.49,03-03-2023,379,P,A,5.17,5.08,5.125,0.202134,9021,28,391.45
01/18/2023,391.49,03-03-2023,380,C,A,19.06,18.66,18.86,0.203984,30,34,391.45
01/18/2023,391.49,03-03-2023,380,P,A,5.42,5.33,5.375,0.200737,1080,1100,391.45
01/18/2023,391.49,03-03-2023,381,C,A,18.31,17.93,18.12,0.202437,0,0,391.45
01/18/2023,391.49,03-03-2023,381,P,A,5.69,5.59,5.64,0.199433,241,50,391.45
01/18/2023,391.49,03-03-2023,382,C,A,17.6,17.21,17.405,0.20118,0,0,391.45
01/18/2023,391.49,03-03-2023,382,P,A,5.96,5.87,5.915,0.197888,135,116,391.45
01/18/2023,391.49,03-03-2023,382.5,C,A,17.24,16.85,17.045,0.200411,0,0,391.45
01/18/2023,391.49,03-03-2023,382.5,P,A,6.1,6.01,6.055,0.197161,43,35,391.45
01/18/2023,391.49,03-03-2023,383,C,A,16.88,16.5,16.69,0.199685,7,0,391.45
01/18/2023,391.49,03-03-2023,383,P,A,6.25,6.15,6.2,0.196528,76,144,391.45
01/18/2023,391.49,03-03-2023,384,C,A,16.18,15.8,15.99,0.198255,0,0,391.45
01/18/2023,391.49,03-03-2023,384,P,A,6.55,6.45,6.5,0.195095,454,62,391.45
01/18/2023,391.49,03-03-2023,385,C,A,15.49,15.11,15.3,0.196782,2,1,391.45
01/18/2023,391.49,03-03-2023,385,P,A,6.86,6.76,6.81,0.193557,264,286,391.45
01/18/2023,391.49,03-03-2023,386,C,A,14.8,14.43,14.615,0.195162,1,3,391.45
01/18/2023,391.49,03-03-2023,386,P,A,7.18,7.09,7.135,0.19228,109,53,391.45
01/18/2023,391.49,03-03-2023,387,C,A,14.13,13.77,13.95,0.193683,1,0,391.45
01/18/2023,391.49,03-03-2023,387,P,A,7.52,7.42,7.47,0.190675,267,80,391.45
01/18/2023,391.49,03-03-2023,387.5,C,A,13.8,13.44,13.62,0.192896,0,0,391.45
01/18/2023,391.49,03-03-2023,387.5,P,A,7.69,7.6,7.645,0.189939,68,31,391.45
01/18/2023,391.49,03-03-2023,388,C,A,13.35,13.24,13.295,0.19214,0,7,391.45
01/18/2023,391.49,03-03-2023,388,P,A,7.87,7.77,7.82,0.189195,63,135,391.45
01/18/2023,391.49,03-03-2023,389,C,A,12.71,12.61,12.66,0.190719,14,1,391.45
01/18/2023,391.49,03-03-2023,389,P,A,8.24,8.14,8.19,0.187952,323,338,391.45
01/18/2023,391.49,03-03-2023,390,C,A,12.08,11.97,12.025,0.189035,188,279,391.45
01/18/2023,391.49,03-03-2023,390,P,A,8.62,8.52,8.57,0.186329,509,380,391.45
01/18/2023,391.49,03-03-2023,391,C,A,11.47,11.37,11.42,0.187643,78,0,391.45
01/18/2023,391.49,03-03-2023,391,P,A,9.01,8.91,8.96,0.184859,106,79,391.45
01/18/2023,391.49,03-03-2023,392,C,A,10.87,10.76,10.815,0.185978,30,1,391.45
01/18/2023,391.49,03-03-2023,392,P,A,9.43,9.32,9.375,0.183425,61,35,391.45
01/18/2023,391.49,03-03-2023,392.5,C,A,10.58,10.48,10.53,0.185365,124,396,391.45
01/18/2023,391.49,03-03-2023,392.5,P,A,9.64,9.54,9.59,0.182709,126,31,391.45
01/18/2023,391.49,03-03-2023,393,C,A,10.29,10.19,10.24,0.184589,646,219,391.45
01/18/2023,391.49,03-03-2023,393,P,A,9.85,9.75,9.8,0.181889,141,105,391.45
01/18/2023,391.49,03-03-2023,394,C,A,9.72,9.63,9.675,0.1831,269,32,391.45
01/18/2023,391.49,03-03-2023,394,P,A,10.3,10.19,10.245,0.180589,129,93,391.45
01/18/2023,391.49,03-03-2023,395,C,A,9.17,9.08,9.125,0.181598,482,56,391.45
01/18/2023,391.49,03-03-2023,395,P,A,10.76,10.66,10.71,0.179051,695,647,391.45
01/18/2023,391.49,03-03-2023,396,C,A,8.64,8.54,8.59,0.180075,107,93,391.45
01/18/2023,391.49,03-03-2023,396,P,A,11.24,11.13,11.185,0.177642,241,428,391.45
01/18/2023,391.49,03-03-2023,397,C,A,8.12,8.03,8.075,0.178621,46,52,391.45
01/18/2023,391.49,03-03-2023,397,P,A,11.74,11.63,11.685,0.17616,502,319,391.45
01/18/2023,391.49,03-03-2023,397.5,C,A,7.87,7.78,7.825,0.177917,5,140,391.45
01/18/2023,391.49,03-03-2023,397.5,P,A,12,11.89,11.945,0.175509,119,199,391.45
01/18/2023,391.49,03-03-2023,398,C,A,7.62,7.53,7.575,0.177136,430,225,391.45
01/18/2023,391.49,03-03-2023,398,P,A,12.26,12.15,12.205,0.174838,265,266,391.45
01/18/2023,391.49,03-03-2023,399,C,A,7.14,7.05,7.095,0.175711,361,234,391.45
01/18/2023,391.49,03-03-2023,399,P,A,12.79,12.68,12.735,0.173363,501,93,391.45
01/18/2023,391.49,03-03-2023,400,C,A,6.68,6.59,6.635,0.174342,1041,301,391.45
01/18/2023,391.49,03-03-2023,400,P,A,13.34,13.24,13.29,0.171921,1079,889,391.45
01/18/2023,391.49,03-03-2023,401,C,A,6.24,6.14,6.19,0.172932,21,94,391.45
01/18/2023,391.49,03-03-2023,401,P,A,13.92,13.82,13.87,0.170748,67,27,391.45
01/18/2023,391.49,03-03-2023,402,C,A,5.81,5.72,5.765,0.171574,70,219,391.45
01/18/2023,391.49,03-03-2023,402,P,A,14.52,14.41,14.465,0.169282,73,101,391.45
01/18/2023,391.49,03-03-2023,402.5,C,A,5.6,5.51,5.555,0.170817,92,34,391.45
01/18/2023,391.49,03-03-2023,402.5,P,A,14.89,14.59,14.74,0.168055,11,3,391.45
01/18/2023,391.49,03-03-2023,403,C,A,5.4,5.31,5.355,0.17017,116,119,391.45
01/18/2023,391.49,03-03-2023,403,P,A,15.2,14.9,15.05,0.167483,3,1104,391.45
01/18/2023,391.49,03-03-2023,404,C,A,5.01,4.92,4.965,0.168817,118,127,391.45
01/18/2023,391.49,03-03-2023,404,P,A,15.88,15.53,15.705,0.166427,6,444,391.45
01/18/2023,391.49,03-03-2023,405,C,A,4.64,4.55,4.595,0.167516,207,968,391.45
01/18/2023,391.49,03-03-2023,405,P,A,16.54,16.19,16.365,0.165327,209,286,391.45
01/18/2023,391.49,03-03-2023,406,C,A,4.29,4.2,4.245,0.166272,67,96,391.45
01/18/2023,391.49,03-03-2023,406,P,A,17.22,16.86,17.04,0.163879,91,724,391.45
01/18/2023,391.49,03-03-2023,407,C,A,3.96,3.87,3.915,0.165091,123,1951,391.45
01/18/2023,391.49,03-03-2023,407,P,A,17.92,17.56,17.74,0.162778,65,97,391.45
01/18/2023,391.49,03-03-2023,408,C,A,3.64,3.55,3.595,0.163759,110,475,391.45
01/18/2023,391.49,03-03-2023,408,P,A,18.64,18.28,18.46,0.161523,1,10,391.45
01/18/2023,391.49,03-03-2023,410,C,A,3.07,2.98,3.025,0.161545,391,595,391.45
01/18/2023,391.49,03-03-2023,410,P,A,20.14,19.78,19.96,0.159166,294,485,391.45
01/18/2023,391.49,03-03-2023,412,C,A,2.56,2.48,2.52,0.159363,45,202,391.45
01/18/2023,391.49,03-03-2023,412,P,A,21.72,21.37,21.545,0.157097,10,4,391.45
01/18/2023,391.49,03-03-2023,414,C,A,2.13,2.05,2.09,0.157568,57,215,391.45
01/18/2023,391.49,03-03-2023,414,P,A,23.38,23.03,23.205,0.154996,1,0,391.45
01/18/2023,391.49,03-03-2023,415,C,A,1.92,1.86,1.89,0.156499,223,640,391.45
01/18/2023,391.49,03-03-2023,415,P,A,24.24,23.89,24.065,0.154139,0,1,391.45
01/18/2023,391.49,03-03-2023,416,C,A,1.75,1.68,1.715,0.155766,52,308,391.45
01/18/2023,391.49,03-03-2023,416,P,A,25.11,24.78,24.945,0.153293,0,5,391.45
01/18/2023,391.49,03-03-2023,418,C,A,1.44,1.37,1.405,0.154417,86,50,391.45
01/18/2023,391.49,03-03-2023,418,P,A,26.91,26.61,26.76,0.152009,0,0,391.45
01/18/2023,391.49,03-03-2023,420,C,A,1.17,1.12,1.145,0.15327,9483,270,391.45
01/18/2023,391.49,03-03-2023,420,P,A,28.77,28.52,28.645,0.151712,6,53,391.45
01/18/2023,391.49,03-03-2023,422,C,A,0.95,0.9,0.925,0.152154,112,410,391.45
01/18/2023,391.49,03-03-2023,422,P,A,30.68,30.52,30.6,0.154943,0,0,391.45
01/18/2023,391.49,03-03-2023,424,C,A,0.77,0.73,0.75,0.151527,71,140,391.45
01/18/2023,391.49,03-03-2023,424,P,A,32.68,32.5,32.59,0.160657,0,0,391.45
01/18/2023,391.49,03-03-2023,425,C,A,0.69,0.65,0.67,0.151039,106,161,391.45
01/18/2023,391.49,03-03-2023,425,P,A,33.68,33.51,33.595,0.164991,0,0,391.45
01/18/2023,391.49,03-03-2023,426,C,A,0.62,0.58,0.6,0.150713,434,131,391.45
01/18/2023,391.49,03-03-2023,426,P,A,34.68,34.51,34.595,0.168547,0,0,391.45
01/18/2023,391.49,03-03-2023,428,C,A,0.5,0.48,0.49,0.150824,379,59,391.45
01/18/2023,391.49,03-03-2023,428,P,A,36.67,36.49,36.58,0.173243,0,0,391.45
01/18/2023,391.49,03-03-2023,430,C,A,0.41,0.38,0.395,0.150694,100,461,391.45
01/18/2023,391.49,03-03-2023,430,P,A,38.67,38.5,38.585,0.181038,0,1,391.45
01/18/2023,391.49,03-03-2023,432,C,A,0.33,0.31,0.32,0.150863,140,42,391.45
01/18/2023,391.49,03-03-2023,432,P,A,40.67,40.5,40.585,0.187921,0,1,391.45
01/18/2023,391.49,03-03-2023,434,C,A,0.27,0.25,0.26,0.151225,80,56,391.45
01/18/2023,391.49,03-03-2023,434,P,A,42.66,42.48,42.57,0.191855,0,0,391.45
01/18/2023,391.49,03-03-2023,435,C,A,0.25,0.23,0.24,0.152046,270,157,391.45
01/18/2023,391.49,03-03-2023,435,P,A,43.66,43.48,43.57,0.195181,0,0,391.45
01/18/2023,391.49,03-03-2023,436,C,A,0.23,0.21,0.22,0.152686,27,26,391.45
01/18/2023,391.49,03-03-2023,436,P,A,44.66,44.48,44.57,0.198493,0,0,391.45
01/18/2023,391.49,03-03-2023,438,C,A,0.19,0.17,0.18,0.153325,12,2,391.45
01/18/2023,391.49,03-03-2023,438,P,A,46.66,46.49,46.575,0.206043,0,0,391.45
01/18/2023,391.49,03-03-2023,440,C,A,0.16,0.14,0.15,0.154432,239,282,391.45
01/18/2023,391.49,03-03-2023,440,P,A,48.66,48.49,48.575,0.212595,0,0,391.45
01/18/2023,391.49,03-03-2023,445,C,A,0.11,0.09,0.1,0.158283,45,77,391.45
01/18/2023,391.49,03-03-2023,445,P,A,53.66,53.49,53.575,0.228561,0,0,391.45
01/18/2023,391.49,03-03-2023,450,C,A,0.08,0.06,0.07,0.162949,2,8,391.45
01/18/2023,391.49,03-03-2023,450,P,A,58.66,58.49,58.575,0.244093,0,0,391.45
01/18/2023,391.49,03-03-2023,455,C,A,0.06,0.05,0.055,0.169601,27,14,391.45
01/18/2023,391.49,03-03-2023,455,P,A,63.66,63.49,63.575,0.259401,0,0,391.45
01/18/2023,391.49,03-03-2023,460,C,A,0.05,0.03,0.04,0.174388,7,13,391.45
01/18/2023,391.49,03-03-2023,460,P,A,68.65,68.47,68.56,0.270763,0,0,391.45
01/18/2023,391.49,03-03-2023,465,C,A,0.04,0.02,0.03,0.180306,0,5,391.45
01/18/2023,391.49,03-03-2023,465,P,A,73.65,73.47,73.56,0.285134,0,0,391.45
01/18/2023,391.49,03-03-2023,470,C,A,0.03,0.02,0.025,0.186223,1,1,391.45
01/18/2023,391.49,03-03-2023,470,P,A,78.65,78.47,78.56,0.299505,0,0,391.45
01/18/2023,391.49,03-03-2023,475,C,A,0.03,0.01,0.02,0.186223,0,10,391.45
01/18/2023,391.49,03-03-2023,475,P,A,83.65,83.47,83.56,0.299505,0,0,391.45
01/18/2023,391.49,03-03-2023,480,C,A,0.03,0.01,0.02,0.186223,20,0,391.45
01/18/2023,391.49,03-03-2023,480,P,A,88.65,88.47,88.56,0.299505,0,0,391.45
01/18/2023,391.49,03-03-2023,485,C,A,0.02,0.01,0.015,0.186223,0,0,391.45
01/18/2023,391.49,03-03-2023,485,P,A,93.65,93.47,93.56,0.299505,0,0,391.45
01/18/2023,391.49,03-03-2023,490,C,A,0.02,0.01,0.015,0.186223,0,50,391.45
01/18/2023,391.49,03-03-2023,490,P,A,98.65,98.47,98.56,0.299505,0,0,391.45
01/18/2023,391.49,03-03-2023,495,C,A,0.02,0,0,0.186223,0,0,391.45
01/18/2023,391.49,03-03-2023,495,P,A,103.65,103.47,103.56,0.299505,0,0,391.45
01/18/2023,391.49,03-03-2023,500,C,A,0.02,0,0,0.186223,0,0,391.45
01/18/2023,391.49,03-03-2023,500,P,A,108.65,108.48,108.565,0.299505,0,0,391.45
01/18/2023,391.49,03/17/2023,150,C,A,243.07,241.88,242.475,1.148003,0,6,391.45
01/18/2023,391.49,03/17/2023,150,P,A,0.02,0.01,0.015,1.148003,496,17372,391.45
01/18/2023,391.49,03/17/2023,160,C,A,233.15,231.96,232.555,1.078329,0,0,391.45
01/18/2023,391.49,03/17/2023,160,P,A,0.03,0.02,0.025,0.744988,0,4650,391.45
01/18/2023,391.49,03/17/2023,170,C,A,223.23,222.04,222.635,1.012857,0,0,391.45
01/18/2023,391.49,03/17/2023,170,P,A,0.03,0.02,0.025,0.69707,2,5505,391.45
01/18/2023,391.49,03/17/2023,180,C,A,213.31,212.12,212.715,0.951061,0,2,391.45
01/18/2023,391.49,03/17/2023,180,P,A,0.04,0.03,0.035,0.671434,0,3353,391.45
01/18/2023,391.49,03/17/2023,185,C,A,208.35,207.16,207.755,0.921399,0,2,391.45
01/18/2023,391.49,03/17/2023,185,P,A,0.04,0.03,0.035,0.649169,8,6254,391.45
01/18/2023,391.49,03/17/2023,190,C,A,203.39,202.2,202.795,0.892497,0,3,391.45
01/18/2023,391.49,03/17/2023,190,P,A,0.05,0.04,0.045,0.642191,1,6958,391.45
01/18/2023,391.49,03/17/2023,195,C,A,198.43,197.24,197.835,0.864309,0,1,391.45
01/18/2023,391.49,03/17/2023,195,P,A,0.05,0.04,0.045,0.620615,3,3915,391.45
01/18/2023,391.49,03/17/2023,200,C,A,193.48,192.28,192.88,0.837695,0,75,391.45
01/18/2023,391.49,03/17/2023,200,P,A,0.06,0.05,0.055,0.611226,32,39626,391.45
01/18/2023,391.49,03/17/2023,205,C,A,188.01,187.77,187.89,0.805519,0,240,391.45
01/18/2023,391.49,03/17/2023,205,P,A,0.06,0.05,0.055,0.590331,10,5924,391.45
01/18/2023,391.49,03/17/2023,210,C,A,183.05,182.81,182.93,0.779381,0,17,391.45
01/18/2023,391.49,03/17/2023,210,P,A,0.07,0.06,0.065,0.579463,12,14919,391.45
01/18/2023,391.49,03/17/2023,215,C,A,178.09,177.85,177.97,0.753811,0,0,391.45
01/18/2023,391.49,03/17/2023,215,P,A,0.07,0.06,0.065,0.559221,26,5143,391.45
01/18/2023,391.49,03/17/2023,220,C,A,173.13,172.9,173.015,0.729581,2,44,391.45
01/18/2023,391.49,03/17/2023,220,P,A,0.08,0.07,0.075,0.547404,11,8492,391.45
01/18/2023,391.49,03/17/2023,225,C,A,168.18,167.94,168.06,0.705801,0,76,391.45
01/18/2023,391.49,03/17/2023,225,P,A,0.08,0.07,0.075,0.527777,6,5634,391.45
01/18/2023,391.49,03/17/2023,230,C,A,163.23,162.99,163.11,0.683193,0,5,391.45
01/18/2023,391.49,03/17/2023,230,P,A,0.1,0.09,0.095,0.521555,368,12361,391.45
01/18/2023,391.49,03/17/2023,235,C,A,158.27,158.04,158.155,0.660216,0,18,391.45
01/18/2023,391.49,03/17/2023,235,P,A,0.11,0.1,0.105,0.507876,259,5374,391.45
01/18/2023,391.49,03/17/2023,240,C,A,153.32,153.09,153.205,0.638311,0,25,391.45
01/18/2023,391.49,03/17/2023,240,P,A,0.12,0.11,0.115,0.493852,45,9537,391.45
01/18/2023,391.49,03/17/2023,245,C,A,148.37,148.14,148.255,0.616715,0,10,391.45
01/18/2023,391.49,03/17/2023,245,P,A,0.13,0.12,0.125,0.479563,243,10952,391.45
01/18/2023,391.49,03/17/2023,250,C,A,143.42,143.19,143.305,0.59541,0,132,391.45
01/18/2023,391.49,03/17/2023,250,P,A,0.15,0.14,0.145,0.469033,244,20835,391.45
01/18/2023,391.49,03/17/2023,255,C,A,138.47,138.24,138.355,0.574383,0,9,391.45
01/18/2023,391.49,03/17/2023,255,P,A,0.16,0.15,0.155,0.454067,286,9989,391.45
01/18/2023,391.49,03/17/2023,260,C,A,133.53,133.3,133.415,0.554775,0,32,391.45
01/18/2023,391.49,03/17/2023,260,P,A,0.19,0.18,0.185,0.445347,112,11926,391.45
01/18/2023,391.49,03/17/2023,265,C,A,128.59,128.36,128.475,0.535307,0,65,391.45
